"State","Year","Quarter","District_Pincode","Transaction_count","Transaction_amount"
"west-bengal","2019","1","700009","6353573","7885000000"
"west-bengal","2019","1","731101","3773146","5209480000"
"west-bengal","2019","1","713101","693786","650559000"
"west-bengal","2019","1","700156","458706","381160000"
"west-bengal","2019","1","700135","412165","299323000"
"west-bengal","2019","1","713145","335528","291723000"
"west-bengal","2019","1","700091","333939","329865000"
"west-bengal","2019","1","713201","271824","258311000"
"west-bengal","2019","1","734006","238641","318220000"
"west-bengal","2019","1","721101","238165","223786000"
"west-bengal","2019","2","700009","9694969","12068400000"
"west-bengal","2019","2","713101","1923462","2091250000"
"west-bengal","2019","2","713145","978252","1033790000"
"west-bengal","2019","2","713201","718997","784151000"
"west-bengal","2019","2","734006","642496","851703000"
"west-bengal","2019","2","700156","553505","444201000"
"west-bengal","2019","2","700135","390972","338300000"
"west-bengal","2019","2","700091","370516","371208000"
"west-bengal","2019","2","732142","298645","324284000"
"west-bengal","2019","2","742101","268739","341235000"
"west-bengal","2019","3","700009","11494363","14574000000"
"west-bengal","2019","3","713101","2682494","2574170000"
"west-bengal","2019","3","713145","1348216","1248230000"
"west-bengal","2019","3","713201","1003337","982434000"
"west-bengal","2019","3","734006","951153","1061260000"
"west-bengal","2019","3","700156","734472","596303000"
"west-bengal","2019","3","742304","559363","223556000"
"west-bengal","2019","3","700135","552620","444130000"
"west-bengal","2019","3","700091","508713","496876000"
"west-bengal","2019","3","732142","458361","432109000"
"west-bengal","2019","4","700009","16310685","18429100000"
"west-bengal","2019","4","713101","3770853","3016420000"
"west-bengal","2019","4","713145","1972119","1397750000"
"west-bengal","2019","4","734006","1424232","1434660000"
"west-bengal","2019","4","713201","1311109","1133140000"
"west-bengal","2019","4","700156","829338","671275000"
"west-bengal","2019","4","700135","607014","515743000"
"west-bengal","2019","4","700091","605844","552344000"
"west-bengal","2019","4","722122","592104","179336000"
"west-bengal","2019","4","732142","562413","509349000"
"west-bengal","2020","1","700009","13084249","24503100000"
"west-bengal","2020","1","700156","844139","721627000"
"west-bengal","2020","1","734006","662344","1474290000"
"west-bengal","2020","1","700036","658215","1049170000"
"west-bengal","2020","1","713208","643621","1026210000"
"west-bengal","2020","1","700091","606782","578791000"
"west-bengal","2020","1","700135","561084","552932000"
"west-bengal","2020","1","700019","359508","589493000"
"west-bengal","2020","1","722101","298133","413631000"
"west-bengal","2020","1","711101","288082","527586000"
"west-bengal","2020","2","700009","8443615","21120100000"
"west-bengal","2020","2","734006","674986","1752270000"
"west-bengal","2020","2","711102","471844","1125910000"
"west-bengal","2020","2","700156","406946","458627000"
"west-bengal","2020","2","700135","323093","419960000"
"west-bengal","2020","2","700006","230983","380551000"
"west-bengal","2020","2","711101","230319","412186000"
"west-bengal","2020","2","721301","229129","419065000"
"west-bengal","2020","2","700059","215007","356024000"
"west-bengal","2020","2","700039","211758","313038000"
"west-bengal","2020","3","700009","14161961","35897900000"
"west-bengal","2020","3","711102","2362005","5563210000"
"west-bengal","2020","3","734006","914412","2597380000"
"west-bengal","2020","3","742133","717546","1807900000"
"west-bengal","2020","3","700156","536803","629819000"
"west-bengal","2020","3","700135","448370","636687000"
"west-bengal","2020","3","700091","344500","456489000"
"west-bengal","2020","3","721401","344395","825470000"
"west-bengal","2020","3","700006","325608","675470000"
"west-bengal","2020","3","711101","316390","708431000"
"west-bengal","2020","4","700009","11305243","28556000000"
"west-bengal","2020","4","711102","2098543","4825540000"
"west-bengal","2020","4","734006","1057652","2817780000"
"west-bengal","2020","4","700156","846700","953132000"
"west-bengal","2020","4","742133","681432","1830250000"
"west-bengal","2020","4","700135","649716","957492000"
"west-bengal","2020","4","700091","625507","732303000"
"west-bengal","2020","4","700006","514044","1098540000"
"west-bengal","2020","4","711101","506057","1170170000"
"west-bengal","2020","4","700039","410835","751318000"
"west-bengal","2021","1","700009","22636620","46588300000"
"west-bengal","2021","1","711102","5734421","10777500000"
"west-bengal","2021","1","734006","1871322","4344020000"
"west-bengal","2021","1","742133","1235856","2760420000"
"west-bengal","2021","1","700156","991540","1110620000"
"west-bengal","2021","1","700091","781840","866902000"
"west-bengal","2021","1","742149","775245","2044660000"
"west-bengal","2021","1","700135","687739","1083620000"
"west-bengal","2021","1","721401","599657","1400830000"
"west-bengal","2021","1","711101","558058","1355720000"
"west-bengal","2021","2","700009","30775525","59587200000"
"west-bengal","2021","2","711102","7338611","12795000000"
"west-bengal","2021","2","742133","1824550","3827970000"
"west-bengal","2021","2","734006","1408593","3046560000"
"west-bengal","2021","2","742149","1034721","2677560000"
"west-bengal","2021","2","700156","909284","1064970000"
"west-bengal","2021","2","700135","752019","1151590000"
"west-bengal","2021","2","700091","597506","719108000"
"west-bengal","2021","2","711101","585991","1375720000"
"west-bengal","2021","2","721401","577226","1297710000"
"west-bengal","2021","3","700009","39926216","77196900000"
"west-bengal","2021","3","711102","9206955","14930900000"
"west-bengal","2021","3","742133","2292921","4859870000"
"west-bengal","2021","3","734006","1705085","3717670000"
"west-bengal","2021","3","700156","1306087","1534280000"
"west-bengal","2021","3","742149","1305795","3443480000"
"west-bengal","2021","3","700135","1005434","1582660000"
"west-bengal","2021","3","700091","940363","1083280000"
"west-bengal","2021","3","711101","808176","1998510000"
"west-bengal","2021","3","700006","754099","1703990000"
"west-bengal","2021","4","700009","46428076","90799300000"
"west-bengal","2021","4","711102","12749759","20083400000"
"west-bengal","2021","4","742133","2683594","5795330000"
"west-bengal","2021","4","734006","2218838","4907840000"
"west-bengal","2021","4","700156","1731568","1987240000"
"west-bengal","2021","4","742149","1563443","4265290000"
"west-bengal","2021","4","700135","1296523","2093730000"
"west-bengal","2021","4","700091","1260052","1415830000"
"west-bengal","2021","4","711101","1044694","2620840000"
"west-bengal","2021","4","700006","954743","2234860000"
"west-bengal","2022","1","700009","54223924","109175000000"
"west-bengal","2022","1","711102","15124838","24750000000"
"west-bengal","2022","1","734006","3455929","7903260000"
"west-bengal","2022","1","742133","3079765","6876030000"
"west-bengal","2022","1","700156","2003969","2294220000"
"west-bengal","2022","1","742149","1775561","4979300000"
"west-bengal","2022","1","700135","1531846","2555930000"
"west-bengal","2022","1","700091","1462065","1608060000"
"west-bengal","2022","1","711101","1201800","3083580000"
"west-bengal","2022","1","721401","1113517","2712020000"
"west-bengal","2022","2","700009","67157736","130053000000"
"west-bengal","2022","2","711102","16676480","25949300000"
"west-bengal","2022","2","734006","4419227","9688570000"
"west-bengal","2022","2","742133","3644406","7901840000"
"west-bengal","2022","2","700156","2701567","2885270000"
"west-bengal","2022","2","742149","2311229","6284890000"
"west-bengal","2022","2","700091","2018277","2013230000"
"west-bengal","2022","2","700135","1992974","3111680000"
"west-bengal","2022","2","711101","1491729","3752720000"
"west-bengal","2022","2","721301","1330885","2655520000"
"west-bengal","2022","3","700039","82900479","153816000000"
"west-bengal","2022","3","713104","11032984","21047100000"
"west-bengal","2022","3","700009","9983647","19215900000"
"west-bengal","2022","3","734006","3507614","7153980000"
"west-bengal","2022","3","713208","3459655","5974200000"
"west-bengal","2022","3","711102","3116021","5773800000"
"west-bengal","2022","3","732101","3015305","6230800000"
"west-bengal","2022","3","700156","2907953","3066170000"
"west-bengal","2022","3","736121","2404119","4692640000"
"west-bengal","2022","3","700091","2193547","2185170000"
"west-bengal","2022","4","700039","119193886","219834000000"
"west-bengal","2022","4","713104","14905151","27967200000"
"west-bengal","2022","4","713208","3670500","6276610000"
"west-bengal","2022","4","700156","3321558","3249720000"
"west-bengal","2022","4","734006","2946630","6118060000"
"west-bengal","2022","4","722101","2900058","5748320000"
"west-bengal","2022","4","700135","2471048","3527460000"
"west-bengal","2022","4","732101","2407008","5052110000"
"west-bengal","2022","4","700091","2348447","2176640000"
"west-bengal","2022","4","711101","1765314","4048330000"
"andhra-pradesh","2018","1","517501","110496","163487000"
"andhra-pradesh","2018","1","520001","96883","170606000"
"andhra-pradesh","2018","1","515001","92754","133522000"
"andhra-pradesh","2018","1","517507","88132","127450000"
"andhra-pradesh","2018","1","516001","84644","131194000"
"andhra-pradesh","2018","1","518502","82421","68040300"
"andhra-pradesh","2018","1","530016","81891","140881000"
"andhra-pradesh","2018","1","520010","69581","119010000"
"andhra-pradesh","2018","1","516360","68340","101612000"
"andhra-pradesh","2018","1","518501","68193","81006500"
"andhra-pradesh","2018","2","517501","165506","305629000"
"andhra-pradesh","2018","2","518502","140893","127814000"
"andhra-pradesh","2018","2","515001","129798","285925000"
"andhra-pradesh","2018","2","517507","127731","243405000"
"andhra-pradesh","2018","2","520001","123176","271912000"
"andhra-pradesh","2018","2","516001","114806","242175000"
"andhra-pradesh","2018","2","530016","111874","235770000"
"andhra-pradesh","2018","2","520010","100630","220730000"
"andhra-pradesh","2018","2","516360","96619","197069000"
"andhra-pradesh","2018","2","518501","93442","163943000"
"andhra-pradesh","2018","3","518502","1300146","709766000"
"andhra-pradesh","2018","3","533437","421968","240766000"
"andhra-pradesh","2018","3","518501","296154","291248000"
"andhra-pradesh","2018","3","517501","295403","466134000"
"andhra-pradesh","2018","3","515001","276595","438158000"
"andhra-pradesh","2018","3","530016","234494","380410000"
"andhra-pradesh","2018","3","517507","233347","386564000"
"andhra-pradesh","2018","3","516259","220165","109844000"
"andhra-pradesh","2018","3","520011","213275","291806000"
"andhra-pradesh","2018","3","520001","206435","371140000"
"andhra-pradesh","2018","4","518502","441662","332201000"
"andhra-pradesh","2018","4","517501","423357","714888000"
"andhra-pradesh","2018","4","530016","367619","575982000"
"andhra-pradesh","2018","4","515001","355695","651953000"
"andhra-pradesh","2018","4","517507","318300","594748000"
"andhra-pradesh","2018","4","530003","277131","356076000"
"andhra-pradesh","2018","4","516001","269798","572252000"
"andhra-pradesh","2018","4","520010","250261","492230000"
"andhra-pradesh","2018","4","530017","248725","326891000"
"andhra-pradesh","2018","4","518501","248520","357423000"
"andhra-pradesh","2019","1","530001","950821","1529040000"
"andhra-pradesh","2019","1","517501","922416","1244730000"
"andhra-pradesh","2019","1","520001","814616","1462810000"
"andhra-pradesh","2019","1","530016","684611","960022000"
"andhra-pradesh","2019","1","517507","671661","1009130000"
"andhra-pradesh","2019","1","515001","609682","1009940000"
"andhra-pradesh","2019","1","518502","545426","389783000"
"andhra-pradesh","2019","1","530003","527667","590799000"
"andhra-pradesh","2019","1","530017","472914","531596000"
"andhra-pradesh","2019","1","520010","460133","774931000"
"andhra-pradesh","2019","2","530001","2602865","5218800000"
"andhra-pradesh","2019","2","520001","1828617","3823390000"
"andhra-pradesh","2019","2","517501","949187","1669950000"
"andhra-pradesh","2019","2","522001","839909","1759420000"
"andhra-pradesh","2019","2","530016","793798","1257920000"
"andhra-pradesh","2019","2","517507","760335","1412860000"
"andhra-pradesh","2019","2","515001","567306","1282120000"
"andhra-pradesh","2019","2","530003","520142","718171000"
"andhra-pradesh","2019","2","520010","490697","973984000"
"andhra-pradesh","2019","2","530017","480905","650710000"
"andhra-pradesh","2019","3","530001","2944756","6693260000"
"andhra-pradesh","2019","3","520001","1905190","4414500000"
"andhra-pradesh","2019","3","517501","1434209","2203930000"
"andhra-pradesh","2019","3","530016","1196020","1658160000"
"andhra-pradesh","2019","3","517507","1060513","1854930000"
"andhra-pradesh","2019","3","522001","1003916","2216530000"
"andhra-pradesh","2019","3","515001","868052","1667830000"
"andhra-pradesh","2019","3","530003","858005","970993000"
"andhra-pradesh","2019","3","530017","799271","911939000"
"andhra-pradesh","2019","3","530026","711726","1095060000"
"andhra-pradesh","2019","4","530001","4185063","9160390000"
"andhra-pradesh","2019","4","520001","2544877","5933010000"
"andhra-pradesh","2019","4","517501","1920211","3073080000"
"andhra-pradesh","2019","4","530016","1591033","2295180000"
"andhra-pradesh","2019","4","530026","1438154","2509390000"
"andhra-pradesh","2019","4","517507","1406768","2478460000"
"andhra-pradesh","2019","4","522001","1324202","2927310000"
"andhra-pradesh","2019","4","515001","1202983","2376870000"
"andhra-pradesh","2019","4","530003","1131832","1339100000"
"andhra-pradesh","2019","4","530017","1084796","1266930000"
"andhra-pradesh","2020","1","530026","6695271","15258700000"
"andhra-pradesh","2020","1","517501","2196548","3731400000"
"andhra-pradesh","2020","1","530016","1661816","2593330000"
"andhra-pradesh","2020","1","517507","1554974","2719620000"
"andhra-pradesh","2020","1","515001","1346804","2696430000"
"andhra-pradesh","2020","1","530003","1159480","1519960000"
"andhra-pradesh","2020","1","524002","1125194","2653340000"
"andhra-pradesh","2020","1","530017","1104748","1412380000"
"andhra-pradesh","2020","1","520010","1098395","2059550000"
"andhra-pradesh","2020","1","522001","1058410","2575720000"
"andhra-pradesh","2020","2","530026","4994637","12817900000"
"andhra-pradesh","2020","2","517501","1708935","3203680000"
"andhra-pradesh","2020","2","517507","1575118","2854710000"
"andhra-pradesh","2020","2","524002","1553283","3993960000"
"andhra-pradesh","2020","2","530016","1067022","1893630000"
"andhra-pradesh","2020","2","516001","1066066","2616100000"
"andhra-pradesh","2020","2","515001","1026587","2447760000"
"andhra-pradesh","2020","2","518002","979822","2015820000"
"andhra-pradesh","2020","2","522001","963666","2678050000"
"andhra-pradesh","2020","2","520002","956641","2767050000"
"andhra-pradesh","2020","3","524002","5194663","13718700000"
"andhra-pradesh","2020","3","530026","4159532","10383200000"
"andhra-pradesh","2020","3","517501","2735691","5544720000"
"andhra-pradesh","2020","3","516001","2534360","6637580000"
"andhra-pradesh","2020","3","517507","2306174","4594510000"
"andhra-pradesh","2020","3","520002","2238996","6543180000"
"andhra-pradesh","2020","3","530016","1921871","3560900000"
"andhra-pradesh","2020","3","515001","1669413","4116760000"
"andhra-pradesh","2020","3","522001","1625687","4701120000"
"andhra-pradesh","2020","3","518002","1514873","3352460000"
"andhra-pradesh","2020","4","524002","5029692","12810600000"
"andhra-pradesh","2020","4","530026","4235146","9849640000"
"andhra-pradesh","2020","4","517501","4125544","7866880000"
"andhra-pradesh","2020","4","517507","3420778","6749700000"
"andhra-pradesh","2020","4","516001","3119905","8005250000"
"andhra-pradesh","2020","4","530016","2981818","5591060000"
"andhra-pradesh","2020","4","515001","2821800","6442100000"
"andhra-pradesh","2020","4","518002","2219953","4809930000"
"andhra-pradesh","2020","4","520010","2170458","4679870000"
"andhra-pradesh","2020","4","530017","2027751","3252430000"
"andhra-pradesh","2021","1","524002","7269657","16698400000"
"andhra-pradesh","2021","1","530026","5875319","13567000000"
"andhra-pradesh","2021","1","517501","4354325","8224300000"
"andhra-pradesh","2021","1","520002","3591058","9183850000"
"andhra-pradesh","2021","1","517507","3378549","6593120000"
"andhra-pradesh","2021","1","530016","3144495","5679150000"
"andhra-pradesh","2021","1","516001","2941623","7434210000"
"andhra-pradesh","2021","1","515001","2815993","6225480000"
"andhra-pradesh","2021","1","522001","2584588","6753210000"
"andhra-pradesh","2021","1","520010","2291676","4716740000"
"andhra-pradesh","2021","2","524002","11023032","25519400000"
"andhra-pradesh","2021","2","530026","7850540","19042800000"
"andhra-pradesh","2021","2","520002","5441708","14948900000"
"andhra-pradesh","2021","2","517501","4614209","9215680000"
"andhra-pradesh","2021","2","517507","3834825","7940110000"
"andhra-pradesh","2021","2","522001","3427039","9832660000"
"andhra-pradesh","2021","2","515001","3052771","7213840000"
"andhra-pradesh","2021","2","530016","2892664","5705920000"
"andhra-pradesh","2021","2","516001","2613562","7256270000"
"andhra-pradesh","2021","2","518002","2553688","5906660000"
"andhra-pradesh","2021","3","524002","10701326","23300500000"
"andhra-pradesh","2021","3","530026","9780096","22841800000"
"andhra-pradesh","2021","3","517501","5982442","11419800000"
"andhra-pradesh","2021","3","520002","5320101","14633600000"
"andhra-pradesh","2021","3","517507","4866065","9768220000"
"andhra-pradesh","2021","3","522001","4242875","11355600000"
"andhra-pradesh","2021","3","530016","4177023","7797930000"
"andhra-pradesh","2021","3","515001","4040160","8752020000"
"andhra-pradesh","2021","3","516001","3370675","8720120000"
"andhra-pradesh","2021","3","520010","3206301","6832330000"
"andhra-pradesh","2021","4","524002","14158439","30358300000"
"andhra-pradesh","2021","4","530026","10216678","24428100000"
"andhra-pradesh","2021","4","517501","7246667","13514800000"
"andhra-pradesh","2021","4","517507","5790910","11415000000"
"andhra-pradesh","2021","4","520002","5716025","15397300000"
"andhra-pradesh","2021","4","530016","5252680","9484950000"
"andhra-pradesh","2021","4","522001","4989759","13298100000"
"andhra-pradesh","2021","4","515001","4892740","10235400000"
"andhra-pradesh","2021","4","520010","4198904","8551740000"
"andhra-pradesh","2021","4","516001","4058071","10324800000"
"andhra-pradesh","2022","1","524002","16133298","35123800000"
"andhra-pradesh","2022","1","530026","10293117","25355900000"
"andhra-pradesh","2022","1","517501","8062447","14807200000"
"andhra-pradesh","2022","1","517507","6660899","12913700000"
"andhra-pradesh","2022","1","520002","6254668","16297000000"
"andhra-pradesh","2022","1","522001","5691035","15226400000"
"andhra-pradesh","2022","1","515001","5585462","11393600000"
"andhra-pradesh","2022","1","530016","5554647","9991180000"
"andhra-pradesh","2022","1","516001","4513789","11365100000"
"andhra-pradesh","2022","1","520010","4492155","9108500000"
"andhra-pradesh","2022","2","524002","18822839","40556700000"
"andhra-pradesh","2022","2","530026","12256092","29600500000"
"andhra-pradesh","2022","2","517501","9320394","17071500000"
"andhra-pradesh","2022","2","517507","7667416","14863700000"
"andhra-pradesh","2022","2","520002","7584902","19447800000"
"andhra-pradesh","2022","2","530016","6470271","11522100000"
"andhra-pradesh","2022","2","515001","6291639","12847300000"
"andhra-pradesh","2022","2","522001","6073875","16042000000"
"andhra-pradesh","2022","2","520010","5301338","10747200000"
"andhra-pradesh","2022","2","516001","4927880","12452100000"
"andhra-pradesh","2022","3","530026","10427710","24452700000"
"andhra-pradesh","2022","3","517501","9028550","16685200000"
"andhra-pradesh","2022","3","517507","7638906","14893100000"
"andhra-pradesh","2022","3","524002","6897466","17798300000"
"andhra-pradesh","2022","3","522001","6608575","14799500000"
"andhra-pradesh","2022","3","520002","6370783","17359200000"
"andhra-pradesh","2022","3","530016","6352195","11280100000"
"andhra-pradesh","2022","3","515001","6120942","12350100000"
"andhra-pradesh","2022","3","520010","5372903","10801000000"
"andhra-pradesh","2022","3","516001","5350632","13517300000"
"andhra-pradesh","2022","4","530026","10249750","23326500000"
"andhra-pradesh","2022","4","517501","9601016","17160600000"
"andhra-pradesh","2022","4","517507","8255182","15452900000"
"andhra-pradesh","2022","4","530016","6770365","11575700000"
"andhra-pradesh","2022","4","515001","6566772","12647600000"
"andhra-pradesh","2022","4","522001","6419773","13879400000"
"andhra-pradesh","2022","4","520010","5887349","11108800000"
"andhra-pradesh","2022","4","518002","5810257","12488400000"
"andhra-pradesh","2022","4","520002","5685286","14883000000"
"andhra-pradesh","2022","4","516001","5545373","13027200000"
"arunachal-pradesh","2018","1","791110","4253","8605130"
"arunachal-pradesh","2018","1","791111","4207","9841040"
"arunachal-pradesh","2018","1","791102","3286","5671980"
"arunachal-pradesh","2018","1","790116","2704","4457040"
"arunachal-pradesh","2018","1","790104","2114","4578760"
"arunachal-pradesh","2018","1","791109","2112","3137890"
"arunachal-pradesh","2018","1","792131","2097","3667030"
"arunachal-pradesh","2018","1","791001","2041","5020170"
"arunachal-pradesh","2018","1","791113","1955","6492920"
"arunachal-pradesh","2018","1","792001","1865","2638140"
"arunachal-pradesh","2018","2","791110","7878","19894600"
"arunachal-pradesh","2018","2","791111","7239","20302900"
"arunachal-pradesh","2018","2","791102","6046","11116100"
"arunachal-pradesh","2018","2","790116","4689","11109800"
"arunachal-pradesh","2018","2","790104","4436","10757600"
"arunachal-pradesh","2018","2","792131","4342","9787600"
"arunachal-pradesh","2018","2","791113","4159","10355100"
"arunachal-pradesh","2018","2","792103","3885","10332800"
"arunachal-pradesh","2018","2","792102","3638","13733000"
"arunachal-pradesh","2018","2","791109","3486","8901020"
"arunachal-pradesh","2018","3","791110","13489","28577900"
"arunachal-pradesh","2018","3","791111","10508","33766800"
"arunachal-pradesh","2018","3","791102","9777","18868800"
"arunachal-pradesh","2018","3","791109","8636","14623100"
"arunachal-pradesh","2018","3","790116","6870","19935500"
"arunachal-pradesh","2018","3","792103","6672","16204400"
"arunachal-pradesh","2018","3","790104","6434","18213500"
"arunachal-pradesh","2018","3","792001","6307","16330100"
"arunachal-pradesh","2018","3","791113","6191","14657200"
"arunachal-pradesh","2018","3","792102","5120","16131800"
"arunachal-pradesh","2018","4","791110","18305","50770900"
"arunachal-pradesh","2018","4","791111","14891","50578800"
"arunachal-pradesh","2018","4","791102","11990","28553800"
"arunachal-pradesh","2018","4","790116","10791","42561200"
"arunachal-pradesh","2018","4","792103","8743","23841900"
"arunachal-pradesh","2018","4","790104","8727","28710300"
"arunachal-pradesh","2018","4","791113","8156","19785300"
"arunachal-pradesh","2018","4","791109","7660","17851300"
"arunachal-pradesh","2018","4","792001","7520","18989000"
"arunachal-pradesh","2018","4","792102","6597","21188700"
"arunachal-pradesh","2019","1","791110","21769","56305200"
"arunachal-pradesh","2019","1","791111","18706","57464700"
"arunachal-pradesh","2019","1","791102","14504","35128900"
"arunachal-pradesh","2019","1","790116","13724","44410200"
"arunachal-pradesh","2019","1","791109","11691","24669500"
"arunachal-pradesh","2019","1","791113","10893","28900700"
"arunachal-pradesh","2019","1","790104","10231","29899200"
"arunachal-pradesh","2019","1","792103","10190","28841600"
"arunachal-pradesh","2019","1","792001","9575","24797000"
"arunachal-pradesh","2019","1","790101","9149","26500800"
"arunachal-pradesh","2019","2","791110","28827","80501100"
"arunachal-pradesh","2019","2","791111","24040","77741600"
"arunachal-pradesh","2019","2","791102","14906","38658900"
"arunachal-pradesh","2019","2","790116","13929","48121000"
"arunachal-pradesh","2019","2","791113","12970","37636400"
"arunachal-pradesh","2019","2","790104","12562","43392100"
"arunachal-pradesh","2019","2","791109","12214","28228200"
"arunachal-pradesh","2019","2","792001","11232","29778400"
"arunachal-pradesh","2019","2","792103","11076","30443000"
"arunachal-pradesh","2019","2","790101","10926","36302100"
"arunachal-pradesh","2019","3","791110","38560","104152000"
"arunachal-pradesh","2019","3","791111","32844","92522200"
"arunachal-pradesh","2019","3","791102","20744","50221800"
"arunachal-pradesh","2019","3","791113","19591","49174000"
"arunachal-pradesh","2019","3","790116","19201","53454200"
"arunachal-pradesh","2019","3","790104","18759","57742400"
"arunachal-pradesh","2019","3","792103","17253","38310400"
"arunachal-pradesh","2019","3","790101","15882","43198500"
"arunachal-pradesh","2019","3","792001","15645","35020200"
"arunachal-pradesh","2019","3","791109","14867","29287200"
"arunachal-pradesh","2019","4","791110","46210","135166000"
"arunachal-pradesh","2019","4","791111","38960","109780000"
"arunachal-pradesh","2019","4","791113","25720","67044000"
"arunachal-pradesh","2019","4","791102","25493","64172700"
"arunachal-pradesh","2019","4","790104","23418","71137200"
"arunachal-pradesh","2019","4","792103","22297","45950100"
"arunachal-pradesh","2019","4","790101","22263","69716100"
"arunachal-pradesh","2019","4","790116","21777","62382500"
"arunachal-pradesh","2019","4","792001","18262","41638200"
"arunachal-pradesh","2019","4","791109","17833","33159400"
"arunachal-pradesh","2020","1","791110","53858","134165000"
"arunachal-pradesh","2020","1","791111","44651","118592000"
"arunachal-pradesh","2020","1","791113","40087","114373000"
"arunachal-pradesh","2020","1","791102","30846","73201200"
"arunachal-pradesh","2020","1","792103","27462","65003200"
"arunachal-pradesh","2020","1","790116","25027","68279500"
"arunachal-pradesh","2020","1","790104","24414","66277700"
"arunachal-pradesh","2020","1","792001","23370","55255800"
"arunachal-pradesh","2020","1","791001","22588","54519500"
"arunachal-pradesh","2020","1","791109","22374","43679800"
"arunachal-pradesh","2020","2","791110","66660","161487000"
"arunachal-pradesh","2020","2","791111","58840","143308000"
"arunachal-pradesh","2020","2","791102","50996","97581000"
"arunachal-pradesh","2020","2","791113","49710","128006000"
"arunachal-pradesh","2020","2","792103","39797","83935800"
"arunachal-pradesh","2020","2","791001","38760","84597500"
"arunachal-pradesh","2020","2","790104","34466","94485200"
"arunachal-pradesh","2020","2","792001","33392","72498600"
"arunachal-pradesh","2020","2","790116","28051","69882600"
"arunachal-pradesh","2020","2","790101","27329","80598000"
"arunachal-pradesh","2020","3","791113","85276","286435000"
"arunachal-pradesh","2020","3","791110","83578","224120000"
"arunachal-pradesh","2020","3","791111","73373","201615000"
"arunachal-pradesh","2020","3","791102","59485","147104000"
"arunachal-pradesh","2020","3","792103","43165","97856500"
"arunachal-pradesh","2020","3","790104","42704","140525000"
"arunachal-pradesh","2020","3","792001","40143","98429500"
"arunachal-pradesh","2020","3","791001","39931","105026000"
"arunachal-pradesh","2020","3","790116","34849","106830000"
"arunachal-pradesh","2020","3","790101","31126","106324000"
"arunachal-pradesh","2020","4","791110","115682","355243000"
"arunachal-pradesh","2020","4","791113","100879","340894000"
"arunachal-pradesh","2020","4","791111","96702","282834000"
"arunachal-pradesh","2020","4","791102","74774","202392000"
"arunachal-pradesh","2020","4","792103","53234","132562000"
"arunachal-pradesh","2020","4","791001","51950","144602000"
"arunachal-pradesh","2020","4","792001","51529","123814000"
"arunachal-pradesh","2020","4","790104","51050","182176000"
"arunachal-pradesh","2020","4","790116","40492","120719000"
"arunachal-pradesh","2020","4","790101","36197","118862000"
"arunachal-pradesh","2021","1","791113","127025","394959000"
"arunachal-pradesh","2021","1","791110","119184","404502000"
"arunachal-pradesh","2021","1","791111","89356","307015000"
"arunachal-pradesh","2021","1","791102","68000","211432000"
"arunachal-pradesh","2021","1","792103","53040","141157000"
"arunachal-pradesh","2021","1","791001","50407","164065000"
"arunachal-pradesh","2021","1","792001","48954","130624000"
"arunachal-pradesh","2021","1","790104","39581","151313000"
"arunachal-pradesh","2021","1","791109","39332","128400000"
"arunachal-pradesh","2021","1","790116","38205","115158000"
"arunachal-pradesh","2021","2","791113","170268","432197000"
"arunachal-pradesh","2021","2","791110","160245","449984000"
"arunachal-pradesh","2021","2","791111","122368","333975000"
"arunachal-pradesh","2021","2","791102","87524","235678000"
"arunachal-pradesh","2021","2","792103","76949","179343000"
"arunachal-pradesh","2021","2","791001","68927","214551000"
"arunachal-pradesh","2021","2","792001","64602","146047000"
"arunachal-pradesh","2021","2","790104","52742","184653000"
"arunachal-pradesh","2021","2","790116","52323","145625000"
"arunachal-pradesh","2021","2","790101","48726","157622000"
"arunachal-pradesh","2021","3","791113","225427","582965000"
"arunachal-pradesh","2021","3","791110","207417","603166000"
"arunachal-pradesh","2021","3","791111","153845","442067000"
"arunachal-pradesh","2021","3","791102","105715","296166000"
"arunachal-pradesh","2021","3","792103","88032","194245000"
"arunachal-pradesh","2021","3","792001","80894","180487000"
"arunachal-pradesh","2021","3","791001","77128","259794000"
"arunachal-pradesh","2021","3","790116","66461","197947000"
"arunachal-pradesh","2021","3","790104","65008","261069000"
"arunachal-pradesh","2021","3","790101","61516","220804000"
"arunachal-pradesh","2021","4","791113","279958","685094000"
"arunachal-pradesh","2021","4","791110","258928","718387000"
"arunachal-pradesh","2021","4","791111","206496","557847000"
"arunachal-pradesh","2021","4","791102","134017","368703000"
"arunachal-pradesh","2021","4","792103","115871","238039000"
"arunachal-pradesh","2021","4","792001","101771","220359000"
"arunachal-pradesh","2021","4","791001","93449","317887000"
"arunachal-pradesh","2021","4","791109","84621","218599000"
"arunachal-pradesh","2021","4","790116","81804","235870000"
"arunachal-pradesh","2021","4","790101","77658","269439000"
"arunachal-pradesh","2022","1","791113","336780","819363000"
"arunachal-pradesh","2022","1","791110","332485","853173000"
"arunachal-pradesh","2022","1","791111","262617","658150000"
"arunachal-pradesh","2022","1","791102","159945","417052000"
"arunachal-pradesh","2022","1","792103","129210","277478000"
"arunachal-pradesh","2022","1","792001","121068","265190000"
"arunachal-pradesh","2022","1","791109","111918","254266000"
"arunachal-pradesh","2022","1","791001","105769","364396000"
"arunachal-pradesh","2022","1","792110","84017","238200000"
"arunachal-pradesh","2022","1","790116","82546","221709000"
